number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
590,0.13779505612964102,2026-05-10 19:06:47.240585,2026-05-10 19:07:42.287116,0 days 00:00:55.046531,0,NORMAL,0.25,SAME,0.8,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
591,-0.346336822181109,2026-05-10 19:07:42.308994,2026-05-10 19:07:42.922409,0 days 00:00:00.613415,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
592,0.23164582481850235,2026-05-10 19:07:42.944217,2026-05-10 19:08:31.541628,0 days 00:00:48.597411,2,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.6,0.08,12,0.5,10,0.65,,,,,,PRUNED
593,0.038932069525075275,2026-05-10 19:08:31.563218,2026-05-10 19:12:14.746525,0 days 00:03:43.183307,0,CAP_LAYER,0.45,SAME,0.9,4,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
594,-0.05160940705629205,2026-05-10 19:12:14.768984,2026-05-10 19:13:03.768983,0 days 00:00:48.999999,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,5,0.5,10,0.65,,,,,,PRUNED
595,-0.4048878774876441,2026-05-10 19:13:03.793213,2026-05-10 19:15:27.304298,0 days 00:02:23.511085,2,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.08372279586863075,0.13124239042037839,0.6423301632380267,0.21496518628900912,,COMPLETE
596,-0.14649847446674552,2026-05-10 19:15:27.330538,2026-05-10 19:17:09.598403,0 days 00:01:42.267865,0,CAP_LAYER,0.25,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,5,0.8,,,,,,PRUNED
597,-0.36787006379786374,2026-05-10 19:17:09.620908,2026-05-10 19:18:24.197817,0 days 00:01:14.576909,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.16,12,0.5,10,0.65,-0.027367337143880257,0.12654701725166814,0.681005453307967,0.1539143543955484,,COMPLETE
598,0.04891743758550379,2026-05-10 19:18:24.224123,2026-05-10 19:19:08.642361,0 days 00:00:44.418238,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
599,-0.16995392859768127,2026-05-10 19:19:08.664534,2026-05-10 19:20:00.347452,0 days 00:00:51.682918,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
600,0.10314820646614958,2026-05-10 19:20:00.370558,2026-05-10 19:21:32.687564,0 days 00:01:32.317006,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
601,0.003347973285149991,2026-05-10 19:21:32.712144,2026-05-10 19:22:41.026787,0 days 00:01:08.314643,1,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.16,15,0.5,10,0.65,,,,,,PRUNED
602,-9999.0,2026-05-10 19:22:41.052988,2026-05-10 19:22:41.353868,0 days 00:00:00.300880,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
603,0.26558218430487335,2026-05-10 19:22:41.377773,2026-05-10 19:23:23.967159,0 days 00:00:42.589386,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,,,,,,PRUNED
604,0.029173272255366034,2026-05-10 19:23:23.987030,2026-05-10 19:24:22.595642,0 days 00:00:58.608612,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.5,10,0.8,,,,,,PRUNED
605,0.25386977648412457,2026-05-10 19:24:22.621284,2026-05-10 19:25:06.288089,0 days 00:00:43.666805,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,,,,,,PRUNED
606,0.16970152769666996,2026-05-10 19:25:06.312651,2026-05-10 19:25:48.632847,0 days 00:00:42.320196,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,10,0.5,20,0.65,,,,,,PRUNED
607,-0.012860463950984169,2026-05-10 19:25:48.657726,2026-05-10 19:26:22.733204,0 days 00:00:34.075478,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
608,0.04891743758550379,2026-05-10 19:26:22.757166,2026-05-10 19:27:06.587791,0 days 00:00:43.830625,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,10,0.65,,,,,,PRUNED
609,-0.346336822181109,2026-05-10 19:27:06.613495,2026-05-10 19:27:07.170133,0 days 00:00:00.556638,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
610,-0.16995392859768127,2026-05-10 19:27:07.192428,2026-05-10 19:28:12.806947,0 days 00:01:05.614519,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
611,0.16046505924811816,2026-05-10 19:28:12.829224,2026-05-10 19:29:14.530364,0 days 00:01:01.701140,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
612,-9999.0,2026-05-10 19:29:14.553815,2026-05-10 19:29:14.898289,0 days 00:00:00.344474,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
613,0.25885326511391693,2026-05-10 19:29:14.923626,2026-05-10 19:30:16.408965,0 days 00:01:01.485339,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,10,0.5,10,0.5,,,,,,PRUNED
614,-9999.0,2026-05-10 19:30:16.433019,2026-05-10 19:30:16.732606,0 days 00:00:00.299587,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,5,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
615,0.013035956732954726,2026-05-10 19:30:16.755737,2026-05-10 19:30:59.153801,0 days 00:00:42.398064,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
616,0.2566517728757442,2026-05-10 19:30:59.182995,2026-05-10 19:32:03.767063,0 days 00:01:04.584068,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,10,0.65,,,,,,PRUNED
617,-0.3566861573350583,2026-05-10 19:32:03.789969,2026-05-10 19:34:37.221238,0 days 00:02:33.431269,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.3,0.08,12,0.5,10,0.65,-0.018621510954896454,0.14732895743753333,0.6761292927603237,0.16595046839242977,,COMPLETE
618,-0.37915148264458143,2026-05-10 19:34:37.247872,2026-05-10 19:35:56.584033,0 days 00:01:19.336161,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.12,12,0.5,10,0.65,-0.029809919186538254,0.12061725364767949,0.6986831269160864,0.15042717283421775,,COMPLETE
619,0.05069892801550588,2026-05-10 19:35:56.607947,2026-05-10 19:37:03.858444,0 days 00:01:07.250497,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
620,0.23859684459966576,2026-05-10 19:37:03.880303,2026-05-10 19:37:48.473632,0 days 00:00:44.593329,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.65,,,,,,PRUNED
621,0.08412547038028415,2026-05-10 19:37:48.494621,2026-05-10 19:38:26.846808,0 days 00:00:38.352187,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
622,0.2197516419135158,2026-05-10 19:38:26.871822,2026-05-10 19:39:11.109855,0 days 00:00:44.238033,0,NORMAL,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
623,-9999.0,2026-05-10 19:39:11.133115,2026-05-10 19:39:11.449260,0 days 00:00:00.316145,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.7,10,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
624,-0.37275978604723914,2026-05-10 19:39:11.471676,2026-05-10 19:40:26.086128,0 days 00:01:14.614452,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.12,12,0.5,10,0.65,-0.02958548136612141,0.13782805240866444,0.6863486093622354,0.16741353377478585,,COMPLETE
625,0.08036961119745578,2026-05-10 19:40:26.112174,2026-05-10 19:44:02.561520,0 days 00:03:36.449346,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
626,-0.07156390245390881,2026-05-10 19:44:02.583590,2026-05-10 19:44:40.568906,0 days 00:00:37.985316,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,20,0.65,,,,,,PRUNED
627,-0.346336822181109,2026-05-10 19:44:40.594153,2026-05-10 19:44:41.152017,0 days 00:00:00.557864,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
628,0.18121921098991364,2026-05-10 19:44:41.195810,2026-05-10 19:45:23.933360,0 days 00:00:42.737550,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
629,-0.07034461181988172,2026-05-10 19:45:23.970361,2026-05-10 19:46:08.655771,0 days 00:00:44.685410,0,NO_NET_ADD,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
630,0.08826323850041379,2026-05-10 19:46:08.695462,2026-05-10 19:47:06.413050,0 days 00:00:57.717588,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
631,0.05900587681027383,2026-05-10 19:47:06.435757,2026-05-10 19:48:31.715333,0 days 00:01:25.279576,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
632,-0.13784506782235117,2026-05-10 19:48:31.738422,2026-05-10 19:49:33.343293,0 days 00:01:01.604871,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.8,,,,,,PRUNED
633,0.23859684459966576,2026-05-10 19:49:33.368217,2026-05-10 19:50:15.706967,0 days 00:00:42.338750,1,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
634,0.17224283271545418,2026-05-10 19:50:15.729756,2026-05-10 19:51:09.759992,0 days 00:00:54.030236,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,8,0.5,10,0.65,,,,,,PRUNED
635,-0.37275978604723914,2026-05-10 19:51:09.780219,2026-05-10 19:51:10.247681,0 days 00:00:00.467462,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,-0.02958548136612141,0.13782805240866444,0.6863486093622354,0.16741353377478585,,COMPLETE
636,-0.39353533828389947,2026-05-10 19:51:10.270868,2026-05-10 19:53:39.806380,0 days 00:02:29.535512,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,-0.052617015000636265,0.16829850621991693,0.6818366465665264,0.2209155212205532,,COMPLETE
637,0.010875771956566152,2026-05-10 19:53:39.845970,2026-05-10 19:56:15.855552,0 days 00:02:36.009582,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.9,2,0.03,0.01,0.6,0.12,8,0.7,5,0.5,,,,,,PRUNED
638,0.17765504461624074,2026-05-10 19:56:15.880766,2026-05-10 19:57:26.660392,0 days 00:01:10.779626,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,10,0.5,,,,,,PRUNED
639,-0.13868791840961747,2026-05-10 19:57:26.683527,2026-05-10 19:58:30.944952,0 days 00:01:04.261425,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
640,0.08850892090626716,2026-05-10 19:58:30.969316,2026-05-10 20:00:56.183646,0 days 00:02:25.214330,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
641,-0.346336822181109,2026-05-10 20:00:56.205648,2026-05-10 20:00:56.825376,0 days 00:00:00.619728,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
642,0.16484752358294677,2026-05-10 20:00:56.849451,2026-05-10 20:01:39.911810,0 days 00:00:43.062359,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
643,0.04886725843464021,2026-05-10 20:01:39.935658,2026-05-10 20:02:08.717835,0 days 00:00:28.782177,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
644,-0.32944024821771106,2026-05-10 20:02:08.741552,2026-05-10 20:03:09.997371,0 days 00:01:01.255819,1,NO_NET_ADD,0.35,ETF_DEFENSIVE,0.8,3,0.03,0.02,0.45,0.08,5,0.5,5,0.8,,,,,,PRUNED
645,-0.038700835736072414,2026-05-10 20:03:10.024234,2026-05-10 20:04:24.566714,0 days 00:01:14.542480,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,10,0.5,,,,,,PRUNED
646,0.0918147901874326,2026-05-10 20:04:24.593068,2026-05-10 20:05:36.375945,0 days 00:01:11.782877,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.6,10,0.65,,,,,,PRUNED
647,0.1282130196933809,2026-05-10 20:05:36.401625,2026-05-10 20:06:24.937237,0 days 00:00:48.535612,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
648,-0.07298418230323883,2026-05-10 20:06:24.960299,2026-05-10 20:07:14.354895,0 days 00:00:49.394596,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
649,0.04891743758550379,2026-05-10 20:07:14.379346,2026-05-10 20:08:17.711097,0 days 00:01:03.331751,2,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
650,-0.14370224773616247,2026-05-10 20:08:17.736869,2026-05-10 20:09:25.227783,0 days 00:01:07.490914,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.8,,,,,,PRUNED
651,0.10787506136533742,2026-05-10 20:09:25.265250,2026-05-10 20:09:58.791444,0 days 00:00:33.526194,0,NORMAL,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
652,-0.03156638484429151,2026-05-10 20:09:58.818404,2026-05-10 20:10:23.642281,0 days 00:00:24.823877,0,NORMAL,0.35,ETF_DEFENSIVE,0.9,4,0.05,0.02,0.6,0.16,10,0.7,20,0.65,,,,,,PRUNED
653,0.1829841475482111,2026-05-10 20:10:23.665084,2026-05-10 20:14:17.962418,0 days 00:03:54.297334,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,10,0.5,5,0.65,,,,,,PRUNED
654,0.12712542562533652,2026-05-10 20:14:17.989514,2026-05-10 20:14:49.464128,0 days 00:00:31.474614,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
655,-0.346336822181109,2026-05-10 20:14:49.493576,2026-05-10 20:14:50.033020,0 days 00:00:00.539444,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
656,0.25011109952709554,2026-05-10 20:14:50.059049,2026-05-10 20:15:32.626975,0 days 00:00:42.567926,2,NORMAL,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,,PRUNED
657,-0.4048878774876441,2026-05-10 20:15:32.650261,2026-05-10 20:17:59.328097,0 days 00:02:26.677836,0,NORMAL,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.08372279586863075,0.13124239042037839,0.6423301632380267,0.21496518628900912,,COMPLETE
658,0.25900424220906787,2026-05-10 20:17:59.350521,2026-05-10 20:18:47.657908,0 days 00:00:48.307387,0,CAP_LAYER,0.25,SAME,0.8,3,0.05,0.01,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
659,0.12712542562533652,2026-05-10 20:18:47.680662,2026-05-10 20:19:19.130658,0 days 00:00:31.449996,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.65,,,,,,PRUNED
660,0.2071413595697617,2026-05-10 20:19:19.152628,2026-05-10 20:20:25.737671,0 days 00:01:06.585043,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
661,-9999.0,2026-05-10 20:20:25.763281,2026-05-10 20:20:26.060944,0 days 00:00:00.297663,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,20,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
662,0.2566517728757442,2026-05-10 20:20:26.086481,2026-05-10 20:21:08.443400,0 days 00:00:42.356919,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
663,-0.4067065750195566,2026-05-10 20:21:08.492220,2026-05-10 20:22:25.796076,0 days 00:01:17.303856,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,-0.0497350032022373,0.18775194677617865,0.7139431436346386,0.23748694997841596,,COMPLETE
664,0.0495931486803034,2026-05-10 20:22:25.820127,2026-05-10 20:23:38.454899,0 days 00:01:12.634772,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
665,0.16100547114129532,2026-05-10 20:23:38.477257,2026-05-10 20:24:22.069781,0 days 00:00:43.592524,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
666,0.10992375634395832,2026-05-10 20:24:22.094407,2026-05-10 20:25:21.662301,0 days 00:00:59.567894,0,NO_NET_ADD,0.45,SAME,0.9,3,0.05,0.01,0.45,0.12,10,0.6,10,0.5,,,,,,PRUNED
667,0.16295517086786443,2026-05-10 20:25:21.684255,2026-05-10 20:26:16.772595,0 days 00:00:55.088340,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
668,-0.346336822181109,2026-05-10 20:26:16.797107,2026-05-10 20:26:17.329936,0 days 00:00:00.532829,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
669,0.01974053151619845,2026-05-10 20:26:17.355216,2026-05-10 20:26:54.790207,0 days 00:00:37.434991,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
670,-0.2848794894278385,2026-05-10 20:26:54.814383,2026-05-10 20:28:04.910285,0 days 00:01:10.095902,0,NO_NET_ADD,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,15,0.5,10,0.5,,,,,,PRUNED
671,0.0696610913248383,2026-05-10 20:28:04.932795,2026-05-10 20:32:05.365487,0 days 00:04:00.432692,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
672,-0.4447367336843179,2026-05-10 20:32:05.392203,2026-05-10 20:33:08.936960,0 days 00:01:03.544757,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
673,0.23600682753086547,2026-05-10 20:33:08.960887,2026-05-10 20:34:01.967806,0 days 00:00:53.006919,2,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
674,0.034151444827226984,2026-05-10 20:34:01.990962,2026-05-10 20:34:51.401450,0 days 00:00:49.410488,0,NO_NET_ADD,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
675,0.09734476773927814,2026-05-10 20:34:51.427233,2026-05-10 20:35:26.322501,0 days 00:00:34.895268,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,20,0.65,,,,,,PRUNED
676,-0.2569364049382693,2026-05-10 20:35:26.346726,2026-05-10 20:36:03.474508,0 days 00:00:37.127782,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
677,-0.4794199771063382,2026-05-10 20:36:03.500164,2026-05-10 20:36:25.968440,0 days 00:00:22.468276,2,CAP_LAYER,0.35,ETF_DEFENSIVE,0.9,3,0.03,0.02,0.45,0.12,5,0.6,20,0.8,,,,,,PRUNED
678,0.23164582481850235,2026-05-10 20:36:25.992790,2026-05-10 20:37:11.639737,0 days 00:00:45.646947,0,NORMAL,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
679,0.23859684459966576,2026-05-10 20:37:11.663537,2026-05-10 20:37:56.440482,0 days 00:00:44.776945,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
680,0.1512365838150413,2026-05-10 20:37:56.463504,2026-05-10 20:39:05.241949,0 days 00:01:08.778445,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
681,0.04109843052943421,2026-05-10 20:39:05.266467,2026-05-10 20:43:11.737127,0 days 00:04:06.470660,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,5,0.65,,,,,,PRUNED
682,-0.13784506782235117,2026-05-10 20:43:11.760253,2026-05-10 20:44:17.830251,0 days 00:01:06.069998,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,10,0.8,,,,,,PRUNED
683,0.13301899394909722,2026-05-10 20:44:17.857186,2026-05-10 20:45:03.318600,0 days 00:00:45.461414,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
684,-0.008104715296856621,2026-05-10 20:45:03.342791,2026-05-10 20:45:36.535865,0 days 00:00:33.193074,0,CAP_LAYER,0.35,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.5,,,,,,PRUNED
685,-9999.0,2026-05-10 20:45:36.560161,2026-05-10 20:45:36.864235,0 days 00:00:00.304074,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,15,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
686,-0.36950129310944024,2026-05-10 20:45:36.885845,2026-05-10 20:48:13.723882,0 days 00:02:36.838037,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.6,10,0.65,-0.022238277194788054,0.16768886412260414,0.6945260318293044,0.1899271413173922,,COMPLETE
687,0.13723949117131662,2026-05-10 20:48:13.745048,2026-05-10 20:49:07.673831,0 days 00:00:53.928783,1,CAP_LAYER,0.35,SAME,0.8,3,0.05,0.01,0.45,0.12,8,0.5,10,0.5,,,,,,PRUNED
688,-0.27864944528179975,2026-05-10 20:49:07.713393,2026-05-10 20:50:20.910925,0 days 00:01:13.197532,2,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,15,0.5,10,0.65,,,,,,PRUNED
689,-0.346336822181109,2026-05-10 20:50:20.954631,2026-05-10 20:50:21.548246,0 days 00:00:00.593615,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
690,0.14268293713116553,2026-05-10 20:50:21.571866,2026-05-10 20:50:52.746322,0 days 00:00:31.174456,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,,,,,,PRUNED
691,0.06425788985092157,2026-05-10 20:50:52.768475,2026-05-10 20:51:37.630184,0 days 00:00:44.861709,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,,,,,,PRUNED
692,0.17224283271545418,2026-05-10 20:51:37.654831,2026-05-10 20:52:31.142451,0 days 00:00:53.487620,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
693,-0.36844473519395005,2026-05-10 20:52:31.166244,2026-05-10 20:53:00.467448,0 days 00:00:29.301204,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.5,20,0.65,,,,,,PRUNED
694,0.09234956351056581,2026-05-10 20:53:00.491548,2026-05-10 20:56:02.796395,0 days 00:03:02.304847,2,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,8,0.5,5,0.65,,,,,,PRUNED
