number,value,datetime_start,datetime_complete,duration,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_REBALANCE_FREQ,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,state
253,-0.6137293129180694,2026-05-08 11:23:38.206577,2026-05-08 11:23:38.371038,0 days 00:00:00.164461,2,0.03,0.02,0.3,0.08,50,10,0.65,,,,,PRUNED
254,-0.6038900871162599,2026-05-08 11:23:38.387961,2026-05-08 11:23:38.526520,0 days 00:00:00.138559,3,0.05,0.02,0.6,0.12,30,10,0.8,,,,,PRUNED
255,-0.6081982030239713,2026-05-08 11:23:38.538082,2026-05-08 11:23:38.679881,0 days 00:00:00.141799,3,0.05,0.01,0.6,0.16,30,20,0.8,,,,,PRUNED
256,-0.578969099929025,2026-05-08 11:23:38.692749,2026-05-08 11:23:38.922657,0 days 00:00:00.229908,3,0.05,0.01,0.6,0.08,20,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
257,-0.5749687272496626,2026-05-08 11:23:38.936423,2026-05-08 11:23:39.070475,0 days 00:00:00.134052,3,0.05,0.02,0.3,0.08,50,20,0.5,,,,,PRUNED
258,-0.578969099929025,2026-05-08 11:23:39.083466,2026-05-08 11:23:39.306090,0 days 00:00:00.222624,3,0.05,0.01,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
259,-0.6575887962146099,2026-05-08 11:23:39.323637,2026-05-08 11:23:39.465160,0 days 00:00:00.141523,3,0.03,0.01,0.3,0.16,30,5,0.65,,,,,PRUNED
260,-0.578969099929025,2026-05-08 11:23:39.479005,2026-05-08 11:23:39.717090,0 days 00:00:00.238085,3,0.05,0.01,0.6,0.08,30,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
261,-0.5975526404445798,2026-05-08 11:23:39.733362,2026-05-08 11:23:39.899103,0 days 00:00:00.165741,3,0.03,0.02,0.6,0.08,20,20,0.5,,,,,PRUNED
262,-0.6125389417937008,2026-05-08 11:23:39.914354,2026-05-08 11:23:40.078397,0 days 00:00:00.164043,3,0.05,0.02,0.3,0.12,50,5,0.8,,,,,PRUNED
263,-0.6125287656564921,2026-05-08 11:23:40.093554,2026-05-08 11:23:40.253893,0 days 00:00:00.160339,3,0.03,0.01,0.45,0.08,50,5,0.8,,,,,PRUNED
264,-0.578969099929025,2026-05-08 11:23:40.265813,2026-05-08 11:23:40.529380,0 days 00:00:00.263567,3,0.05,0.01,0.6,0.08,20,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
265,-0.6330442494063091,2026-05-08 11:23:40.542757,2026-05-08 11:23:40.682142,0 days 00:00:00.139385,3,0.03,0.02,0.3,0.12,20,10,0.5,,,,,PRUNED
266,-0.574873306442636,2026-05-08 11:23:40.693947,2026-05-08 11:23:40.832966,0 days 00:00:00.139019,3,0.05,0.01,0.45,0.08,30,20,0.65,,,,,PRUNED
267,-0.5957511125305064,2026-05-08 11:23:40.846689,2026-05-08 11:23:40.979631,0 days 00:00:00.132942,3,0.05,0.01,0.6,0.08,50,10,0.65,,,,,PRUNED
268,-0.578969099929025,2026-05-08 11:23:40.991124,2026-05-08 11:23:41.215145,0 days 00:00:00.224021,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
269,-0.5958391561963492,2026-05-08 11:23:41.227906,2026-05-08 11:23:41.379918,0 days 00:00:00.152012,4,0.05,0.02,0.45,0.08,50,10,0.5,,,,,PRUNED
270,-0.6212075778761772,2026-05-08 11:23:41.394318,2026-05-08 11:23:41.568193,0 days 00:00:00.173875,3,0.05,0.01,0.6,0.16,50,5,0.8,,,,,PRUNED
271,-0.5749687272496626,2026-05-08 11:23:41.583176,2026-05-08 11:23:41.759731,0 days 00:00:00.176555,3,0.05,0.02,0.3,0.08,20,20,0.5,,,,,PRUNED
272,-0.578969099929025,2026-05-08 11:23:41.772163,2026-05-08 11:23:42.200411,0 days 00:00:00.428248,3,0.05,0.02,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
273,-0.5767861238051477,2026-05-08 11:23:42.216820,2026-05-08 11:23:42.366378,0 days 00:00:00.149558,4,0.05,0.01,0.6,0.08,30,20,0.8,,,,,PRUNED
274,-0.578969099929025,2026-05-08 11:23:42.381660,2026-05-08 11:23:42.652443,0 days 00:00:00.270783,3,0.05,0.01,0.6,0.08,30,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
275,-0.6081982030239713,2026-05-08 11:23:42.669552,2026-05-08 11:23:42.807051,0 days 00:00:00.137499,3,0.05,0.02,0.6,0.16,20,20,0.5,,,,,PRUNED
276,-0.5928193994794824,2026-05-08 11:23:42.821428,2026-05-08 11:23:42.963967,0 days 00:00:00.142539,3,0.05,0.01,0.6,0.08,30,5,0.8,,,,,PRUNED
277,-0.6448092430213577,2026-05-08 11:23:42.975536,2026-05-08 11:23:43.121475,0 days 00:00:00.145939,3,0.03,0.02,0.6,0.12,50,5,0.5,,,,,PRUNED
278,-0.5966001222690867,2026-05-08 11:23:43.134946,2026-05-08 11:23:43.285672,0 days 00:00:00.150726,4,0.05,0.01,0.6,0.08,50,10,0.8,,,,,PRUNED
279,-0.5927185030454039,2026-05-08 11:23:43.299222,2026-05-08 11:23:43.436107,0 days 00:00:00.136885,3,0.05,0.01,0.45,0.08,20,5,0.65,,,,,PRUNED
280,-0.574873306442636,2026-05-08 11:23:43.450391,2026-05-08 11:23:43.590437,0 days 00:00:00.140046,3,0.05,0.01,0.45,0.08,20,20,0.5,,,,,PRUNED
281,-0.578969099929025,2026-05-08 11:23:43.604946,2026-05-08 11:23:43.828322,0 days 00:00:00.223376,3,0.05,0.01,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
282,-0.6395457214005629,2026-05-08 11:23:43.840282,2026-05-08 11:23:43.980162,0 days 00:00:00.139880,4,0.03,0.02,0.45,0.12,20,5,0.8,,,,,PRUNED
283,-0.6302370322026365,2026-05-08 11:23:43.992515,2026-05-08 11:23:44.138148,0 days 00:00:00.145633,4,0.03,0.02,0.3,0.16,30,20,0.65,,,,,PRUNED
284,-0.578969099929025,2026-05-08 11:23:44.151674,2026-05-08 11:23:44.374524,0 days 00:00:00.222850,3,0.05,0.02,0.6,0.08,20,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
285,-0.6405134789743206,2026-05-08 11:23:44.386361,2026-05-08 11:23:44.522593,0 days 00:00:00.136232,3,0.05,0.01,0.6,0.12,10,20,0.8,,,,,PRUNED
286,-0.578969099929025,2026-05-08 11:23:44.538887,2026-05-08 11:23:44.792650,0 days 00:00:00.253763,3,0.05,0.02,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
287,-0.578969099929025,2026-05-08 11:23:44.806129,2026-05-08 11:23:45.039899,0 days 00:00:00.233770,3,0.05,0.01,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
288,-0.5975526404445798,2026-05-08 11:23:45.055421,2026-05-08 11:23:45.196542,0 days 00:00:00.141121,3,0.03,0.02,0.6,0.08,50,20,0.8,,,,,PRUNED
289,-0.6465399877762202,2026-05-08 11:23:45.208521,2026-05-08 11:23:45.346404,0 days 00:00:00.137883,3,0.05,0.01,0.6,0.16,10,20,0.5,,,,,PRUNED
290,-0.6312330893714362,2026-05-08 11:23:45.361749,2026-05-08 11:23:45.490624,0 days 00:00:00.128875,4,0.05,0.01,0.6,0.08,10,20,0.5,,,,,PRUNED
291,-0.6203357912949469,2026-05-08 11:23:45.504242,2026-05-08 11:23:45.655450,0 days 00:00:00.151208,4,0.05,0.02,0.45,0.16,50,10,0.8,,,,,PRUNED
292,-0.578969099929025,2026-05-08 11:23:45.668009,2026-05-08 11:23:45.926809,0 days 00:00:00.258800,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
293,-0.578969099929025,2026-05-08 11:23:45.943127,2026-05-08 11:23:46.209934,0 days 00:00:00.266807,3,0.05,0.02,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
294,-0.6097916623451826,2026-05-08 11:23:46.223381,2026-05-08 11:23:46.359910,0 days 00:00:00.136529,3,0.03,0.02,0.3,0.12,30,20,0.65,,,,,PRUNED
295,-0.6231503240990874,2026-05-08 11:23:46.371833,2026-05-08 11:23:46.510135,0 days 00:00:00.138302,3,0.05,0.01,0.6,0.16,30,10,0.5,,,,,PRUNED
296,-0.578969099929025,2026-05-08 11:23:46.521820,2026-05-08 11:23:46.766843,0 days 00:00:00.245023,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
297,-0.5901101001234356,2026-05-08 11:23:46.778516,2026-05-08 11:23:46.956342,0 days 00:00:00.177826,3,0.05,0.01,0.6,0.12,30,20,0.8,,,,,PRUNED
298,-0.5933187414805451,2026-05-08 11:23:46.971285,2026-05-08 11:23:47.127360,0 days 00:00:00.156075,2,0.05,0.01,0.3,0.12,30,20,0.65,,,,,PRUNED
299,-0.5745132488334075,2026-05-08 11:23:47.142136,2026-05-08 11:23:47.269267,0 days 00:00:00.127131,2,0.05,0.01,0.6,0.08,50,20,0.8,,,,,PRUNED
300,-0.6335931593237965,2026-05-08 11:23:47.282524,2026-05-08 11:23:47.412040,0 days 00:00:00.129516,3,0.03,0.02,0.6,0.16,30,20,0.5,,,,,PRUNED
301,-0.5768783778003106,2026-05-08 11:23:47.429696,2026-05-08 11:23:47.568564,0 days 00:00:00.138868,4,0.05,0.01,0.3,0.08,30,20,0.5,,,,,PRUNED
302,-0.6255331368105286,2026-05-08 11:23:47.581489,2026-05-08 11:23:47.728680,0 days 00:00:00.147191,2,0.03,0.02,0.3,0.12,10,5,0.65,,,,,PRUNED
303,-0.5902782589637803,2026-05-08 11:23:47.740844,2026-05-08 11:23:47.876879,0 days 00:00:00.136035,4,0.05,0.01,0.6,0.08,30,5,0.5,,,,,PRUNED
304,-0.6314822235719273,2026-05-08 11:23:47.890338,2026-05-08 11:23:48.030263,0 days 00:00:00.139925,3,0.05,0.01,0.6,0.08,10,20,0.8,,,,,PRUNED
305,-0.5750502702581965,2026-05-08 11:23:48.042678,2026-05-08 11:23:48.182031,0 days 00:00:00.139353,2,0.05,0.02,0.45,0.08,20,20,0.5,,,,,PRUNED
306,-0.578969099929025,2026-05-08 11:23:48.195745,2026-05-08 11:23:48.420936,0 days 00:00:00.225191,3,0.05,0.01,0.6,0.08,20,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
307,-0.578969099929025,2026-05-08 11:23:48.433144,2026-05-08 11:23:48.661100,0 days 00:00:00.227956,3,0.05,0.02,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
308,-0.578969099929025,2026-05-08 11:23:48.673569,2026-05-08 11:23:48.909901,0 days 00:00:00.236332,3,0.05,0.01,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
309,-0.578969099929025,2026-05-08 11:23:48.922922,2026-05-08 11:23:49.185555,0 days 00:00:00.262633,3,0.05,0.01,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
310,-0.5952898842780465,2026-05-08 11:23:49.198471,2026-05-08 11:23:49.333781,0 days 00:00:00.135310,2,0.05,0.01,0.3,0.08,50,5,0.65,,,,,PRUNED
311,-0.6081982030239713,2026-05-08 11:23:49.345581,2026-05-08 11:23:49.478144,0 days 00:00:00.132563,3,0.05,0.02,0.6,0.16,50,20,0.5,,,,,PRUNED
312,-0.5767861238051477,2026-05-08 11:23:49.490176,2026-05-08 11:23:49.621874,0 days 00:00:00.131698,4,0.05,0.01,0.6,0.08,30,20,0.65,,,,,PRUNED
313,-0.578969099929025,2026-05-08 11:23:49.636326,2026-05-08 11:23:49.870612,0 days 00:00:00.234286,3,0.05,0.01,0.6,0.08,50,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
314,-0.6224186595356082,2026-05-08 11:23:49.882571,2026-05-08 11:23:50.017356,0 days 00:00:00.134785,2,0.05,0.01,0.3,0.16,50,10,0.5,,,,,PRUNED
315,-0.6299523917599154,2026-05-08 11:23:50.030344,2026-05-08 11:23:50.175268,0 days 00:00:00.144924,4,0.03,0.02,0.6,0.12,30,10,0.65,,,,,PRUNED
316,-0.578969099929025,2026-05-08 11:23:50.187219,2026-05-08 11:23:50.472392,0 days 00:00:00.285173,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
317,-0.578969099929025,2026-05-08 11:23:50.486627,2026-05-08 11:23:50.712494,0 days 00:00:00.225867,3,0.05,0.01,0.6,0.08,30,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
318,-0.6314822235719273,2026-05-08 11:23:50.724835,2026-05-08 11:23:50.867862,0 days 00:00:00.143027,3,0.05,0.01,0.45,0.08,10,20,0.5,,,,,PRUNED
319,-0.6125287656564921,2026-05-08 11:23:50.880550,2026-05-08 11:23:51.018535,0 days 00:00:00.137985,3,0.03,0.02,0.45,0.08,20,5,0.5,,,,,PRUNED
320,-0.574873306442636,2026-05-08 11:23:51.032792,2026-05-08 11:23:51.199197,0 days 00:00:00.166405,3,0.05,0.02,0.45,0.08,50,20,0.8,,,,,PRUNED
321,-0.5975526404445798,2026-05-08 11:23:51.211924,2026-05-08 11:23:51.348013,0 days 00:00:00.136089,3,0.03,0.01,0.6,0.08,50,20,0.8,,,,,PRUNED
322,-0.5906803587060463,2026-05-08 11:23:51.361576,2026-05-08 11:23:51.529792,0 days 00:00:00.168216,3,0.05,0.01,0.3,0.12,50,20,0.8,,,,,PRUNED
323,-0.6125287656564921,2026-05-08 11:23:51.543655,2026-05-08 11:23:51.680255,0 days 00:00:00.136600,3,0.03,0.01,0.6,0.08,30,5,0.5,,,,,PRUNED
324,-0.5939020469486219,2026-05-08 11:23:51.692961,2026-05-08 11:23:51.839457,0 days 00:00:00.146496,4,0.05,0.02,0.3,0.08,50,10,0.8,,,,,PRUNED
325,-0.5767861238051477,2026-05-08 11:23:51.852677,2026-05-08 11:23:52.002540,0 days 00:00:00.149863,4,0.05,0.02,0.6,0.08,50,20,0.8,,,,,PRUNED
326,-0.5901101001234356,2026-05-08 11:23:52.014364,2026-05-08 11:23:52.160577,0 days 00:00:00.146213,3,0.05,0.01,0.6,0.12,30,20,0.65,,,,,PRUNED
327,-0.608907098941632,2026-05-08 11:23:52.172745,2026-05-08 11:23:52.313515,0 days 00:00:00.140770,4,0.05,0.01,0.3,0.12,30,5,0.65,,,,,PRUNED
328,-0.6081213510976907,2026-05-08 11:23:52.326741,2026-05-08 11:23:52.459766,0 days 00:00:00.133025,3,0.05,0.02,0.6,0.12,20,5,0.8,,,,,PRUNED
329,-0.6314168990377385,2026-05-08 11:23:52.473836,2026-05-08 11:23:52.603188,0 days 00:00:00.129352,4,0.03,0.01,0.45,0.16,30,20,0.8,,,,,PRUNED
330,-0.578969099929025,2026-05-08 11:23:52.615586,2026-05-08 11:23:52.838253,0 days 00:00:00.222667,3,0.05,0.02,0.6,0.08,20,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
331,-0.5857266507754435,2026-05-08 11:23:52.850231,2026-05-08 11:23:52.994858,0 days 00:00:00.144627,4,0.05,0.01,0.6,0.12,30,20,0.5,,,,,PRUNED
332,-0.578969099929025,2026-05-08 11:23:53.009122,2026-05-08 11:23:53.250599,0 days 00:00:00.241477,3,0.05,0.01,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
333,-0.574873306442636,2026-05-08 11:23:53.269376,2026-05-08 11:23:53.404967,0 days 00:00:00.135591,3,0.05,0.02,0.45,0.08,20,20,0.5,,,,,PRUNED
334,-0.5928193994794824,2026-05-08 11:23:53.417485,2026-05-08 11:23:53.552092,0 days 00:00:00.134607,3,0.05,0.01,0.6,0.08,30,5,0.5,,,,,PRUNED
335,-0.5745132488334075,2026-05-08 11:23:53.564427,2026-05-08 11:23:53.702730,0 days 00:00:00.138303,2,0.05,0.02,0.6,0.08,20,20,0.5,,,,,PRUNED
336,-0.7094544694288676,2026-05-08 11:23:53.716862,2026-05-08 11:23:53.855854,0 days 00:00:00.138992,4,0.03,0.01,0.45,0.16,10,20,0.65,,,,,PRUNED
337,-0.6540603730390104,2026-05-08 11:23:53.868533,2026-05-08 11:23:54.023280,0 days 00:00:00.154747,2,0.03,0.02,0.6,0.16,20,5,0.8,,,,,PRUNED
338,-0.5767861238051477,2026-05-08 11:23:54.037506,2026-05-08 11:23:54.180134,0 days 00:00:00.142628,4,0.05,0.01,0.6,0.08,50,20,0.8,,,,,PRUNED
339,-0.6232362924698365,2026-05-08 11:23:54.196535,2026-05-08 11:23:54.336481,0 days 00:00:00.139946,4,0.05,0.02,0.6,0.16,20,5,0.8,,,,,PRUNED
340,-0.6405134789743206,2026-05-08 11:23:54.347800,2026-05-08 11:23:54.506035,0 days 00:00:00.158235,3,0.05,0.02,0.45,0.12,10,20,0.8,,,,,PRUNED
341,-0.6821592568229028,2026-05-08 11:23:54.523439,2026-05-08 11:23:54.692280,0 days 00:00:00.168841,2,0.03,0.02,0.6,0.12,10,20,0.8,,,,,PRUNED
342,-0.6230530739689983,2026-05-08 11:23:54.709395,2026-05-08 11:23:54.894616,0 days 00:00:00.185221,3,0.05,0.02,0.45,0.16,30,5,0.5,,,,,PRUNED
343,-0.6081982030239713,2026-05-08 11:23:54.912375,2026-05-08 11:23:55.083171,0 days 00:00:00.170796,3,0.05,0.02,0.6,0.16,30,20,0.8,,,,,PRUNED
344,-0.5918800289557269,2026-05-08 11:23:55.100586,2026-05-08 11:23:55.279797,0 days 00:00:00.179211,2,0.05,0.01,0.45,0.08,20,5,0.8,,,,,PRUNED
345,-0.5889750732331619,2026-05-08 11:23:55.296740,2026-05-08 11:23:55.473931,0 days 00:00:00.177191,2,0.05,0.01,0.6,0.12,50,20,0.5,,,,,PRUNED
346,-0.5745132488334075,2026-05-08 11:23:55.489390,2026-05-08 11:23:55.680209,0 days 00:00:00.190819,2,0.05,0.02,0.6,0.08,30,20,0.8,,,,,PRUNED
347,-0.6441931297753564,2026-05-08 11:23:55.698255,2026-05-08 11:23:55.877033,0 days 00:00:00.178778,2,0.05,0.02,0.6,0.16,10,10,0.5,,,,,PRUNED
348,-0.6081982030239713,2026-05-08 11:23:55.890011,2026-05-08 11:23:56.033536,0 days 00:00:00.143525,3,0.05,0.01,0.6,0.16,30,20,0.65,,,,,PRUNED
349,-0.6391268235622551,2026-05-08 11:23:56.049864,2026-05-08 11:23:56.187319,0 days 00:00:00.137455,4,0.03,0.01,0.3,0.12,50,5,0.65,,,,,PRUNED
350,-0.578969099929025,2026-05-08 11:23:56.200195,2026-05-08 11:23:56.430456,0 days 00:00:00.230261,3,0.05,0.02,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
351,-0.6286648794403258,2026-05-08 11:23:56.443997,2026-05-08 11:23:56.584123,0 days 00:00:00.140126,3,0.05,0.01,0.3,0.08,10,20,0.5,,,,,PRUNED
352,-0.5968016608986657,2026-05-08 11:23:56.597651,2026-05-08 11:23:56.734674,0 days 00:00:00.137023,2,0.03,0.01,0.6,0.08,30,20,0.5,,,,,PRUNED
353,-0.5931245265228606,2026-05-08 11:23:56.748889,2026-05-08 11:23:56.889138,0 days 00:00:00.140249,3,0.05,0.01,0.3,0.08,50,5,0.8,,,,,PRUNED
354,-0.6081982030239713,2026-05-08 11:23:56.903373,2026-05-08 11:23:57.042878,0 days 00:00:00.139505,3,0.05,0.01,0.6,0.16,30,20,0.5,,,,,PRUNED
355,-0.578969099929025,2026-05-08 11:23:57.060929,2026-05-08 11:23:57.325557,0 days 00:00:00.264628,3,0.05,0.01,0.6,0.08,20,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
356,-0.578969099929025,2026-05-08 11:23:57.337782,2026-05-08 11:23:57.624144,0 days 00:00:00.286362,3,0.05,0.01,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
357,-0.6314822235719273,2026-05-08 11:23:57.641495,2026-05-08 11:23:57.814958,0 days 00:00:00.173463,3,0.05,0.01,0.6,0.08,10,20,0.5,,,,,PRUNED
358,-0.6090566335893609,2026-05-08 11:23:57.831207,2026-05-08 11:23:58.054646,0 days 00:00:00.223439,3,0.05,0.01,0.45,0.16,50,20,0.8,,,,,PRUNED
359,-0.578969099929025,2026-05-08 11:23:58.077208,2026-05-08 11:23:58.381893,0 days 00:00:00.304685,3,0.05,0.01,0.6,0.08,20,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
360,-0.5767861238051477,2026-05-08 11:23:58.395077,2026-05-08 11:23:58.550748,0 days 00:00:00.155671,4,0.05,0.01,0.6,0.08,30,20,0.5,,,,,PRUNED
361,-0.578969099929025,2026-05-08 11:23:58.565563,2026-05-08 11:23:58.817320,0 days 00:00:00.251757,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
362,-0.578969099929025,2026-05-08 11:23:58.837267,2026-05-08 11:23:59.126584,0 days 00:00:00.289317,3,0.05,0.01,0.6,0.08,30,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
363,-0.5939020469486219,2026-05-08 11:23:59.141064,2026-05-08 11:23:59.297179,0 days 00:00:00.156115,4,0.05,0.01,0.3,0.08,50,10,0.65,,,,,PRUNED
364,-0.6134232157352639,2026-05-08 11:23:59.309218,2026-05-08 11:23:59.453538,0 days 00:00:00.144320,2,0.03,0.02,0.45,0.08,30,5,0.8,,,,,PRUNED
365,-0.6081982030239713,2026-05-08 11:23:59.465917,2026-05-08 11:23:59.634437,0 days 00:00:00.168520,3,0.05,0.01,0.6,0.16,50,20,0.8,,,,,PRUNED
366,-0.578969099929025,2026-05-08 11:23:59.647284,2026-05-08 11:23:59.900681,0 days 00:00:00.253397,3,0.05,0.02,0.6,0.08,20,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
367,-0.6642767848197387,2026-05-08 11:23:59.914583,2026-05-08 11:24:00.071129,0 days 00:00:00.156546,2,0.03,0.01,0.6,0.08,10,20,0.8,,,,,PRUNED
368,-0.6491098622548385,2026-05-08 11:24:00.083726,2026-05-08 11:24:00.240419,0 days 00:00:00.156693,2,0.03,0.02,0.3,0.16,10,5,0.8,,,,,PRUNED
369,-0.578969099929025,2026-05-08 11:24:00.255832,2026-05-08 11:24:00.524017,0 days 00:00:00.268185,3,0.05,0.01,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
370,-0.6523845323010911,2026-05-08 11:24:00.540056,2026-05-08 11:24:00.708434,0 days 00:00:00.168378,4,0.03,0.01,0.3,0.16,10,5,0.65,,,,,PRUNED
371,-0.5768783778003106,2026-05-08 11:24:00.723560,2026-05-08 11:24:00.866446,0 days 00:00:00.142886,4,0.05,0.01,0.3,0.08,50,20,0.8,,,,,PRUNED
372,-0.578969099929025,2026-05-08 11:24:00.884196,2026-05-08 11:24:01.346473,0 days 00:00:00.462277,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
373,-0.5913574145694833,2026-05-08 11:24:01.364341,2026-05-08 11:24:01.522669,0 days 00:00:00.158328,4,0.05,0.02,0.3,0.12,20,20,0.65,,,,,PRUNED
374,-0.6312330893714362,2026-05-08 11:24:01.538739,2026-05-08 11:24:01.731594,0 days 00:00:00.192855,4,0.05,0.02,0.6,0.08,10,20,0.5,,,,,PRUNED
375,-0.5975526404445798,2026-05-08 11:24:01.750823,2026-05-08 11:24:01.906342,0 days 00:00:00.155519,3,0.03,0.01,0.45,0.08,30,20,0.5,,,,,PRUNED
376,-0.578969099929025,2026-05-08 11:24:01.918851,2026-05-08 11:24:02.156424,0 days 00:00:00.237573,3,0.05,0.01,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
377,-0.6200767265682279,2026-05-08 11:24:02.170095,2026-05-08 11:24:02.308619,0 days 00:00:00.138524,2,0.05,0.01,0.6,0.16,50,5,0.5,,,,,PRUNED
378,-0.5749687272496626,2026-05-08 11:24:02.324522,2026-05-08 11:24:02.471999,0 days 00:00:00.147477,3,0.05,0.01,0.3,0.08,20,20,0.65,,,,,PRUNED
379,-0.578969099929025,2026-05-08 11:24:02.484718,2026-05-08 11:24:02.712548,0 days 00:00:00.227830,3,0.05,0.02,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
380,-0.6081213510976907,2026-05-08 11:24:02.724741,2026-05-08 11:24:02.866795,0 days 00:00:00.142054,3,0.05,0.01,0.6,0.12,30,5,0.5,,,,,PRUNED
381,-0.578969099929025,2026-05-08 11:24:02.882251,2026-05-08 11:24:03.112658,0 days 00:00:00.230407,3,0.05,0.02,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
382,-0.6448092430213577,2026-05-08 11:24:03.131992,2026-05-08 11:24:03.314241,0 days 00:00:00.182249,3,0.03,0.01,0.45,0.12,20,5,0.65,,,,,PRUNED
383,-0.6003224832707464,2026-05-08 11:24:03.331888,2026-05-08 11:24:03.490719,0 days 00:00:00.158831,3,0.05,0.02,0.6,0.08,10,5,0.5,,,,,PRUNED
384,-0.6169252413058524,2026-05-08 11:24:03.503257,2026-05-08 11:24:03.640447,0 days 00:00:00.137190,2,0.03,0.02,0.3,0.12,30,20,0.8,,,,,PRUNED
385,-0.5966001222690867,2026-05-08 11:24:03.656532,2026-05-08 11:24:03.813278,0 days 00:00:00.156746,4,0.05,0.01,0.6,0.08,50,10,0.5,,,,,PRUNED
386,-0.578969099929025,2026-05-08 11:24:03.833092,2026-05-08 11:24:04.073780,0 days 00:00:00.240688,3,0.05,0.02,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
387,-0.5975526404445798,2026-05-08 11:24:04.086828,2026-05-08 11:24:04.222599,0 days 00:00:00.135771,3,0.03,0.01,0.6,0.08,30,20,0.5,,,,,PRUNED
