number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_MIN_ANCHORS_IN_POOL,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_UNIVERSE_MODE,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
453,-0.2005731583117847,2026-05-14 07:45:41.357587,2026-05-14 07:46:39.157639,0 days 00:00:57.800052,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
454,0.2095438857940746,2026-05-14 07:46:39.182869,2026-05-14 07:48:01.549604,0 days 00:01:22.366735,0,CAP_LAYER,0.35,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
455,0.214570958463217,2026-05-14 07:48:01.576751,2026-05-14 07:49:17.037972,0 days 00:01:15.461221,0,NORMAL,0.45,SAME,0.9,2,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
456,0.2428538435475913,2026-05-14 07:49:17.064082,2026-05-14 07:50:34.665930,0 days 00:01:17.601848,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
457,-0.04585922261405112,2026-05-14 07:50:34.692071,2026-05-14 07:50:59.071258,0 days 00:00:24.379187,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.16,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
458,-9999.0,2026-05-14 07:50:59.098305,2026-05-14 07:50:59.568815,0 days 00:00:00.470510,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
459,-0.04585922261405112,2026-05-14 07:50:59.593895,2026-05-14 07:51:20.556689,0 days 00:00:20.962794,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.16,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
460,0.13493854443465006,2026-05-14 07:51:20.582713,2026-05-14 07:52:36.810954,0 days 00:01:16.228241,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.8,,,,,,PRUNED
461,-0.36365204164600984,2026-05-14 07:52:36.835600,2026-05-14 07:52:48.515606,0 days 00:00:11.680006,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
462,-0.36650393252114677,2026-05-14 07:52:48.541541,2026-05-14 07:52:53.715727,0 days 00:00:05.174186,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
463,-0.383486291644774,2026-05-14 07:52:53.743047,2026-05-14 07:56:42.576934,0 days 00:03:48.833887,0,NORMAL,0.45,SAME,0.9,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.65,-0.051880700909749784,0.06140835028490478,0.6632111814700484,0.11328905119465457,,COMPLETE
464,-0.43846404182164495,2026-05-14 07:56:42.605489,2026-05-14 07:58:59.212400,0 days 00:02:16.606911,0,NO_NET_ADD,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.65,-0.09919388741028012,0.052353009990638785,0.6785403088227296,0.15154689740091892,,COMPLETE
465,0.21056405285903532,2026-05-14 07:58:59.235960,2026-05-14 08:00:15.954323,0 days 00:01:16.718363,0,CAP_LAYER,0.45,SAME,0.8,4,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
466,0.12360116264279597,2026-05-14 08:00:15.978898,2026-05-14 08:01:49.323760,0 days 00:01:33.344862,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,10,2,0.6,5,WIDE_V2,0.65,,,,,,PRUNED
467,0.15166679668254252,2026-05-14 08:01:49.349098,2026-05-14 08:03:19.078963,0 days 00:01:29.729865,0,CAP_LAYER,0.45,SAME,0.8,2,0.03,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
468,0.1173426148297246,2026-05-14 08:03:19.103306,2026-05-14 08:04:53.306261,0 days 00:01:34.202955,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.16,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
469,0.0253710107811985,2026-05-14 08:04:53.332437,2026-05-14 08:05:50.397777,0 days 00:00:57.065340,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
470,0.1764323733707165,2026-05-14 08:05:50.423471,2026-05-14 08:07:06.343471,0 days 00:01:15.920000,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
471,-0.311943513174594,2026-05-14 08:07:06.390787,2026-05-14 08:07:07.023515,0 days 00:00:00.632728,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
472,0.20295237329059357,2026-05-14 08:07:07.048497,2026-05-14 08:08:25.538404,0 days 00:01:18.489907,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
473,0.026090614122970708,2026-05-14 08:08:25.566674,2026-05-14 08:09:22.628231,0 days 00:00:57.061557,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,3,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
474,0.2360364199457966,2026-05-14 08:09:22.653255,2026-05-14 08:10:40.281159,0 days 00:01:17.627904,0,CAP_LAYER,0.45,SAME,0.7,3,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
475,0.22455276295754228,2026-05-14 08:10:40.304847,2026-05-14 08:11:56.507989,0 days 00:01:16.203142,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
476,-0.38467128086188396,2026-05-14 08:11:56.532215,2026-05-14 08:15:45.990517,0 days 00:03:49.458302,1,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.65,-0.05512787666935905,0.05840829365225516,0.6590868083850498,0.1135361703216142,,COMPLETE
477,-0.42941651120110014,2026-05-14 08:15:46.015241,2026-05-14 08:18:11.999349,0 days 00:02:25.984108,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.08741353260311546,0.11123170606607624,0.6840059571959693,0.1986452386691917,,COMPLETE
478,0.12983577624092932,2026-05-14 08:18:12.022883,2026-05-14 08:19:47.164609,0 days 00:01:35.141726,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.65,,,,,,PRUNED
479,-0.41703352875358685,2026-05-14 08:19:47.186228,2026-05-14 08:19:57.850750,0 days 00:00:10.664522,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.6,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
480,-0.311943513174594,2026-05-14 08:19:57.875326,2026-05-14 08:19:58.434464,0 days 00:00:00.559138,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
481,0.23085064372533984,2026-05-14 08:19:58.458848,2026-05-14 08:21:16.818848,0 days 00:01:18.360000,0,NORMAL,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
482,0.002213150564736005,2026-05-14 08:21:16.861724,2026-05-14 08:21:43.935380,0 days 00:00:27.073656,1,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
483,-9999.0,2026-05-14 08:21:43.960170,2026-05-14 08:21:44.334195,0 days 00:00:00.374025,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,6,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
484,-0.37195773371672586,2026-05-14 08:21:44.359305,2026-05-14 08:25:43.277749,0 days 00:03:58.918444,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.030844552311365087,0.14302972853076437,0.6822263628107216,0.17387428084212947,,COMPLETE
485,-0.5295487139656885,2026-05-14 08:25:43.301968,2026-05-14 08:28:10.982228,0 days 00:02:27.680260,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.16,5,2,0.5,5,WIDE_V2,0.5,-0.16726091216163272,0.0031210173504391497,0.7245756036081116,0.17038192951207187,,COMPLETE
486,0.21206935564647728,2026-05-14 08:28:11.005164,2026-05-14 08:29:26.468885,0 days 00:01:15.463721,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
487,0.2504416468491144,2026-05-14 08:29:26.494701,2026-05-14 08:30:43.942979,0 days 00:01:17.448278,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
488,-0.4265951208618181,2026-05-14 08:30:43.966677,2026-05-14 08:32:00.905556,0 days 00:01:16.938879,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.6,10,WIDE_V2,0.5,-0.07600035992900088,0.18709275521168495,0.7011895218656344,0.26309311514068584,,COMPLETE
489,-0.25924384601407274,2026-05-14 08:32:00.926408,2026-05-14 08:32:26.658024,0 days 00:00:25.731616,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.5,20,WIDE_V2,0.8,,,,,,PRUNED
490,0.243571435401933,2026-05-14 08:32:26.681873,2026-05-14 08:33:43.075681,0 days 00:01:16.393808,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
491,0.0429598067542504,2026-05-14 08:33:43.103141,2026-05-14 08:34:49.565241,0 days 00:01:06.462100,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
492,-0.311943513174594,2026-05-14 08:34:49.591239,2026-05-14 08:37:36.246323,0 days 00:02:46.655084,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
493,0.2398431574864526,2026-05-14 08:37:36.268332,2026-05-14 08:38:52.670353,0 days 00:01:16.402021,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
494,-0.5223759054079148,2026-05-14 08:38:52.692559,2026-05-14 08:42:08.144926,0 days 00:03:15.452367,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,6,2,0.5,5,WIDE_V2,0.5,-0.12580473769231168,0.05074660470843918,0.7931423354312062,0.17655134240075088,,COMPLETE
495,0.17210205549906166,2026-05-14 08:42:08.167746,2026-05-14 08:43:17.601935,0 days 00:01:09.434189,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,10,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
496,0.2525461417764632,2026-05-14 08:43:17.624940,2026-05-14 08:44:50.867614,0 days 00:01:33.242674,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
497,-0.3624410536385451,2026-05-14 08:44:50.896356,2026-05-14 08:45:00.485968,0 days 00:00:09.589612,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
498,0.17404672480472605,2026-05-14 08:45:00.512976,2026-05-14 08:46:24.990832,0 days 00:01:24.477856,0,CAP_LAYER,0.25,SAME,0.8,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
499,-9999.0,2026-05-14 08:46:25.015101,2026-05-14 08:46:25.375862,0 days 00:00:00.360761,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.7,5,ANCHOR_SATELLITE,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
500,0.14364607974924487,2026-05-14 08:46:25.400710,2026-05-14 08:48:02.330841,0 days 00:01:36.930131,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.65,,,,,,PRUNED
501,-9999.0,2026-05-14 08:48:02.358581,2026-05-14 08:48:02.728117,0 days 00:00:00.369536,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.7,5,WIDE_V2,0.8,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
502,0.17101668917386437,2026-05-14 08:48:02.753450,2026-05-14 08:48:51.559046,0 days 00:00:48.805596,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
503,0.23581551128132827,2026-05-14 08:48:51.584444,2026-05-14 08:50:15.456704,0 days 00:01:23.872260,0,NORMAL,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
504,0.1902964184248452,2026-05-14 08:50:15.483793,2026-05-14 08:51:43.917852,0 days 00:01:28.434059,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
505,0.0659194981313123,2026-05-14 08:51:43.943137,2026-05-14 08:52:44.200491,0 days 00:01:00.257354,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
506,0.2504416468491144,2026-05-14 08:52:44.229598,2026-05-14 08:54:17.627505,0 days 00:01:33.397907,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
507,-0.358548887236271,2026-05-14 08:54:17.653747,2026-05-14 08:58:50.639512,0 days 00:04:32.985765,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.65,-0.02511646492045069,0.04764909670323224,0.6668648446316406,0.07276556162368293,,COMPLETE
508,-0.23720860177620176,2026-05-14 08:58:50.666721,2026-05-14 08:59:17.193837,0 days 00:00:26.527116,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.65,,,,,,PRUNED
509,-0.3574296867331643,2026-05-14 08:59:17.219633,2026-05-14 08:59:27.702358,0 days 00:00:10.482725,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.8,,,,,,PRUNED
510,-0.5124121817753802,2026-05-14 08:59:27.727391,2026-05-14 08:59:33.346485,0 days 00:00:05.619094,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
511,-0.348826446529591,2026-05-14 08:59:33.372535,2026-05-14 09:01:57.671933,0 days 00:02:24.299398,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.65,-0.021232264479312257,0.046847227582617286,0.6551883641005575,0.06807949206192954,,COMPLETE
512,0.20945141753870183,2026-05-14 09:01:57.694793,2026-05-14 09:03:20.052127,0 days 00:01:22.357334,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
513,0.25099239456903844,2026-05-14 09:03:20.076961,2026-05-14 09:04:49.449323,0 days 00:01:29.372362,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
514,0.15826719611276166,2026-05-14 09:04:49.483277,2026-05-14 09:06:09.614842,0 days 00:01:20.131565,0,NO_NET_ADD,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
515,-9999.0,2026-05-14 09:06:09.638619,2026-05-14 09:06:09.989454,0 days 00:00:00.350835,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.7,20,WIDE_V2,0.8,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.35 / 0.7 / 0.7,COMPLETE
516,0.11561697154854544,2026-05-14 09:06:10.013989,2026-05-14 09:07:51.524924,0 days 00:01:41.510935,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,10,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
517,0.13652543627613148,2026-05-14 09:07:51.549687,2026-05-14 09:08:30.736986,0 days 00:00:39.187299,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
518,-0.5895478569354613,2026-05-14 09:08:30.763697,2026-05-14 09:12:31.757601,0 days 00:04:00.993904,0,NO_NET_ADD,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.204134391440202,0.04235005477619719,0.7708269309905185,0.2464844462163992,,COMPLETE
519,0.1455602320444063,2026-05-14 09:12:31.783432,2026-05-14 09:13:51.216305,0 days 00:01:19.432873,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
520,0.25051066914041914,2026-05-14 09:13:51.241506,2026-05-14 09:15:13.727458,0 days 00:01:22.485952,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
521,-0.5128078427489109,2026-05-14 09:15:13.751498,2026-05-14 09:15:33.946848,0 days 00:00:20.195350,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,10,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
522,-0.3497363192710759,2026-05-14 09:15:33.970009,2026-05-14 09:17:50.469585,0 days 00:02:16.499576,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.65,-0.019912436579963617,0.04560171496660478,0.6596477653822246,0.0655141515465684,,COMPLETE
523,-9999.0,2026-05-14 09:17:50.497182,2026-05-14 09:17:50.870756,0 days 00:00:00.373574,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,4,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
524,-0.032691496584967006,2026-05-14 09:17:50.895632,2026-05-14 09:18:15.042237,0 days 00:00:24.146605,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
525,0.06564688251788847,2026-05-14 09:18:15.066519,2026-05-14 09:19:09.048148,0 days 00:00:53.981629,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.65,,,,,,PRUNED
526,-0.311943513174594,2026-05-14 09:19:09.071564,2026-05-14 09:19:09.896008,0 days 00:00:00.824444,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
527,-0.37440618004679577,2026-05-14 09:19:09.920213,2026-05-14 09:21:34.414587,0 days 00:02:24.494374,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,4,2,0.5,5,WIDE_V2,0.5,-0.027468972781854513,0.13265659150387232,0.6938744145298825,0.16012556428572683,,COMPLETE
528,0.2480339546150649,2026-05-14 09:21:34.438629,2026-05-14 09:22:52.772817,0 days 00:01:18.334188,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
529,0.1390044218608806,2026-05-14 09:22:52.798972,2026-05-14 09:24:08.518589,0 days 00:01:15.719617,0,NORMAL,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
530,0.11178426039804523,2026-05-14 09:24:08.542151,2026-05-14 09:25:38.014369,0 days 00:01:29.472218,0,CAP_LAYER,0.25,SAME,0.9,2,0.03,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.65,,,,,,PRUNED
531,-0.4992301338270982,2026-05-14 09:25:38.035283,2026-05-14 09:26:58.670074,0 days 00:01:20.634791,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,5,2,0.5,10,WIDE_V2,0.5,-0.10274602215963784,0.11243961807210441,0.7929682233349207,0.21518564023174225,,COMPLETE
532,0.05111098829532111,2026-05-14 09:26:58.697149,2026-05-14 09:28:16.538494,0 days 00:01:17.841345,1,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.65,,,,,,PRUNED
533,-0.010465234969202625,2026-05-14 09:28:16.563129,2026-05-14 09:28:43.363328,0 days 00:00:26.800199,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
534,0.24709599457908385,2026-05-14 09:28:43.385896,2026-05-14 09:29:58.938388,0 days 00:01:15.552492,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.65,,,,,,PRUNED
535,0.17739083762608587,2026-05-14 09:29:58.962670,2026-05-14 09:31:19.363969,0 days 00:01:20.401299,0,CAP_LAYER,0.25,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
536,0.1750152396470641,2026-05-14 09:31:19.387474,2026-05-14 09:32:00.107237,0 days 00:00:40.719763,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
537,-0.3625661845898867,2026-05-14 09:32:00.130493,2026-05-14 09:32:11.766358,0 days 00:00:11.635865,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
538,0.1069727882206654,2026-05-14 09:32:11.791296,2026-05-14 09:32:48.820224,0 days 00:00:37.028928,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
539,0.23464210080097342,2026-05-14 09:32:48.843921,2026-05-14 09:34:04.915850,0 days 00:01:16.071929,0,NORMAL,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
540,-0.5413628412780909,2026-05-14 09:34:04.937893,2026-05-14 09:34:11.309942,0 days 00:00:06.372049,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
541,0.17406387126284495,2026-05-14 09:34:11.335190,2026-05-14 09:34:48.396658,0 days 00:00:37.061468,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
542,-0.507046717391758,2026-05-14 09:34:48.421023,2026-05-14 09:38:48.436348,0 days 00:04:00.015325,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.11553796387236534,0.06851263702844093,0.7830175070387853,0.18405060090080627,,COMPLETE
543,0.12485237520172413,2026-05-14 09:38:48.463341,2026-05-14 09:40:20.796694,0 days 00:01:32.333353,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,10,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
544,-0.3704932253351757,2026-05-14 09:40:20.819575,2026-05-14 09:42:45.247049,0 days 00:02:24.427474,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.02348578046968965,0.14780280096490886,0.6940148897309721,0.17128858143459852,,COMPLETE
545,-0.05327786204482862,2026-05-14 09:42:45.271185,2026-05-14 09:43:26.717168,0 days 00:00:41.445983,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,10,WIDE_V2,0.8,,,,,,PRUNED
546,-0.005646618341972581,2026-05-14 09:43:26.741339,2026-05-14 09:43:51.726518,0 days 00:00:24.985179,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
547,-0.01430606679117788,2026-05-14 09:43:51.749778,2026-05-14 09:44:14.313256,0 days 00:00:22.563478,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.3,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
548,-0.5142344172942906,2026-05-14 09:44:14.339368,2026-05-14 09:46:35.048063,0 days 00:02:20.708695,0,CAP_LAYER,0.45,SAME,0.8,3,0.05,0.02,0.6,0.08,5,2,0.7,5,WIDE_V2,0.5,-0.1304987174733874,0.07807254435190958,0.7674713996418066,0.20857126182529698,,COMPLETE
